iter	MultiClass
369	0.4580843064
370	0.4573913068
371	0.4569091722
372	0.4557465143
373	0.4546561667
374	0.4535388343
375	0.4525324667
376	0.4518450181
377	0.4512556012
378	0.4509108681
379	0.4503936939
380	0.4500014862
381	0.4496926366
382	0.4487883823
383	0.4479693586
384	0.4474076037
385	0.4466505128
386	0.4461588273
387	0.445497983
388	0.4447739763
389	0.4441737283
390	0.4436391011
391	0.4427979907
392	0.4417956899
393	0.4413468741
394	0.4408860833
395	0.4403623013
396	0.439846848
397	0.4392812929
398	0.4381118463
399	0.4376823379
400	0.4369980234
401	0.4365157422
402	0.4356345467
403	0.4351416131
404	0.4346091613
405	0.4337307071
406	0.4331370886
407	0.4326346241
408	0.4316175922
409	0.4312954565
410	0.4306367354
411	0.4303902502
412	0.4291953771
413	0.4288163326
414	0.4283482821
415	0.4280013757
416	0.4275444591
417	0.4266433161
418	0.4261043883
419	0.4255401121
420	0.4249665927
421	0.4244475148
422	0.4237758805
423	0.4233426985
424	0.4225102845
425	0.4216597951
426	0.4212350776
427	0.420327402
428	0.4199096837
429	0.4193669807
430	0.4187692524
431	0.4181083033
432	0.4178147538
433	0.4172481458
434	0.4166438819
435	0.41590995
436	0.4153014777
437	0.414192799
438	0.4132098971
439	0.4125316953
440	0.4120527855
441	0.4109210413
442	0.4102111365
443	0.4094694337
444	0.4090681983
445	0.4084679434
446	0.4076794973
447	0.4067297831
448	0.4055292072
449	0.4044977793
450	0.4038246113
451	0.4030909293
452	0.4025838653
453	0.4019397312
454	0.4013532252
455	0.4009742379
456	0.4003905208
457	0.3997251692
458	0.3994369179
459	0.3985957479
460	0.3975887832
461	0.3968529189
462	0.3957194521
463	0.3949347746
464	0.3941072319
465	0.3934800444
466	0.3925114501
467	0.3920348542
468	0.3915436404
469	0.3902500874
470	0.3891829824
471	0.3886917598
472	0.3884119128
473	0.3879496378
474	0.3872496121
475	0.3867138842
476	0.3861681706
477	0.3855736789
478	0.3852765463
479	0.3845282032
480	0.3837435287
481	0.3833307165
482	0.3827883102
483	0.3823578441
484	0.3813376081
485	0.3806912835
486	0.3803030786
487	0.3795567602
488	0.3789617814
489	0.3786135573
490	0.3778982605
491	0.3772881707
492	0.3768119128
493	0.3762483673
494	0.3754542176
495	0.3746903263
496	0.3740101592
497	0.3731691656
498	0.3727976788
499	0.3720670642
500	0.3714983068
501	0.3707569544
502	0.3699551225
503	0.3694567246
504	0.3688645572
505	0.3679105883
506	0.3666945697
507	0.3660525185
508	0.3657613224
509	0.3651244243
510	0.3644368001
511	0.3639678844
512	0.3634576461
513	0.3626190179
514	0.3622197778
515	0.3617719288
516	0.3613427091
517	0.3608245034
518	0.3600748655
519	0.3592492666
520	0.3585227701
521	0.3582437053
522	0.3574169666
523	0.3568288635
524	0.3563827774
525	0.3558709661
526	0.3553567127
527	0.3550462986
528	0.354652755
529	0.3542415668
530	0.3537548418
531	0.3532891403
532	0.3524844601
533	0.3517485988
534	0.3512526683
535	0.3508492862
536	0.350556284
537	0.3497382922
538	0.3494539302
539	0.3486805452
540	0.3483836815
541	0.3477786486
542	0.3474069765
543	0.3467595006
544	0.3462002123
545	0.3457752737
546	0.3452757178
547	0.3446247215
548	0.3440605024
549	0.3438231343
550	0.3430129839
551	0.3420587975
552	0.3414966052
553	0.3411571387
554	0.3406520825
555	0.3399540697
556	0.3391305193
557	0.338353136
558	0.3379712535
559	0.3374517666
560	0.3368790181
561	0.3363535273
562	0.3358818726
563	0.3355226712
564	0.33505102
565	0.3345893925
566	0.3339634921
567	0.3338300361
568	0.3331246746
569	0.3327914577
570	0.3323386024
571	0.3321337775
572	0.3318384041
573	0.3312749027
574	0.3307464463
575	0.3303206636
576	0.3297489969
577	0.3291813129
578	0.3283856518
579	0.3278742049
580	0.3274615744
581	0.3267495452
582	0.3264542953
583	0.3261074608
584	0.3257940042
585	0.3252849844
586	0.3250089126
587	0.324446003
588	0.3242220479
589	0.3235150092
590	0.3225850385
591	0.3221052556
592	0.3212617984
593	0.3208889764
594	0.3205683338
595	0.3199628043
596	0.319394197
597	0.3189379818
598	0.3186236214
599	0.3181694885
600	0.3177569326
601	0.3174301417
602	0.3172240845
603	0.3169278933
604	0.3165770649
605	0.3159892542
606	0.3157998778
607	0.3154481178
608	0.3150004137
609	0.3146780857
610	0.314332101
611	0.313678274
612	0.3132769838
613	0.3128790769
614	0.3124569763
615	0.3121295639
616	0.3118312759
617	0.3113913192
618	0.3110121078
619	0.3106807068
620	0.3103889676
621	0.310191598
622	0.3096442447
623	0.3093696237
624	0.308761737
625	0.3085245826
626	0.3080186854
627	0.3075707509
628	0.3072878039
629	0.3069578899
630	0.3066494416
631	0.3062627118
632	0.3056156937
633	0.3051660166
634	0.3046787976
635	0.3040356711
636	0.3035558045
637	0.3031828869
638	0.3027615006
639	0.3021261701
640	0.3017095705
641	0.3014131227
642	0.3009103385
643	0.3004673065
644	0.2998734563
645	0.2993623949
646	0.2991697723
647	0.2988013452
648	0.2984468691
649	0.2979869497
650	0.2976772404
651	0.2974538525
652	0.2970552886
653	0.2966191209
654	0.2958648809
655	0.2952785119
656	0.2945955574
657	0.2942107448
658	0.2936070368
659	0.2931655492
660	0.2929033613
661	0.2923279044
662	0.2920693142
663	0.2916064614
664	0.2912791137
665	0.2907245177
666	0.290383007
667	0.290112499
668	0.289638255
669	0.2893836721
670	0.2889862325
671	0.2886747848
672	0.2882705234
673	0.2880023309
674	0.2874834105
675	0.287161916
676	0.2867205255
677	0.2860431552
678	0.285551997
679	0.2852339068
680	0.2847892354
681	0.2844467188
682	0.2837746677
683	0.283256554
684	0.2827699135
685	0.2821672892
686	0.2818160493
687	0.2815691123
688	0.2811893145
689	0.2807600392
690	0.2805618729
691	0.2800602412
692	0.2798839283
693	0.279498071
694	0.279266822
695	0.2790368525
696	0.2786129331
697	0.2782287558
698	0.2778160688
699	0.2776056305
700	0.2774266497
701	0.2771277041
702	0.2766435544
703	0.2763822984
704	0.2760236783
705	0.2754479914
706	0.2749243809
707	0.274550005
708	0.2739921539
709	0.2736954297
710	0.2733751489
711	0.2731984014
712	0.2728432023
713	0.2726302883
714	0.2723068504
715	0.2719608361
716	0.2716747239
717	0.2712539116
718	0.2710897347
719	0.2708060487
720	0.2703918322
721	0.2701816313
722	0.269555399
723	0.2693995024
724	0.2689134025
725	0.2684978103
726	0.2683502075
727	0.2681508167
728	0.2678034513
729	0.2676334964
730	0.2673225451
731	0.2667657626
732	0.2664982563
733	0.2662149806
734	0.2660888686
735	0.2656868703
736	0.2654250538
737	0.2652049555
738	0.2648610595
739	0.2645586408
740	0.2642335172
741	0.2637349907
742	0.2634051264
743	0.2632629651
744	0.2628936252
745	0.2624127202
746	0.2622432359
747	0.2620146075
748	0.2617837136
749	0.2614543044
750	0.2610279419
751	0.2605492123
752	0.2601784447
753	0.2600289121
754	0.2597727359
755	0.2592932032
756	0.2589348073
757	0.258464742
758	0.2579491077
759	0.257768365
760	0.2573329445
761	0.2567490082
762	0.2565153744
763	0.2562759048
764	0.2560176641
765	0.2555664575
766	0.2551801138
767	0.2548493818
768	0.2546969594
769	0.2543700226
770	0.2541270566
771	0.2537416451
772	0.2535122574
773	0.2530141964
774	0.2525505142
775	0.2522897217
776	0.2520328692
777	0.251873541
778	0.2516516616
779	0.2512945422
780	0.2509306729
781	0.250504011
782	0.2503691106
783	0.2502288209
784	0.249946704
785	0.2497909345
786	0.2496609562
787	0.2489698572
788	0.2486958701
789	0.2486109701
790	0.2484910344
791	0.2481065244
792	0.2477610065
793	0.2475910351
794	0.2473355182
795	0.2470105548
796	0.2463899565
797	0.2461886692
798	0.2460464496
799	0.245844787
800	0.2454952972
801	0.2451672783
802	0.245014499
803	0.2447258086
804	0.2442175248
805	0.2439092824
806	0.243514178
807	0.2430949028
808	0.2427233392
809	0.2425024956
810	0.2421958003
811	0.2419379718
812	0.2417491054
813	0.2414816147
814	0.2411412461
815	0.2408303567
816	0.2404958534
817	0.2401671676
818	0.2400173012
819	0.2395719447
820	0.2393140143
821	0.2391707274
822	0.2389936862
823	0.2386938191
824	0.2385174552
825	0.238217107
826	0.2380301863
827	0.2376960817
828	0.2374751124
829	0.2372765353
830	0.2372208031
831	0.2366767607
832	0.2364897631
833	0.236176622
834	0.2359508627
835	0.2356976681
836	0.2354957777
837	0.2351064098
838	0.2345681447
839	0.2342553759
840	0.2337900621
841	0.2332838646
842	0.2329827191
843	0.2328141868
844	0.2324473502
845	0.2322416931
846	0.2319796336
847	0.2315865952
848	0.231382742
849	0.2311798885
850	0.231001539
851	0.2306765892
852	0.230450029
853	0.2301294624
854	0.229818129
855	0.2294709955
856	0.2290681855
857	0.2286703439
858	0.2282424215
859	0.2279363391
860	0.2275872964
861	0.2273675774
862	0.2271250026
863	0.226788458
864	0.2264872408
865	0.2263652151
866	0.2262547653
867	0.226067195
868	0.2256096669
869	0.225303676
870	0.2249641505
871	0.2248550528
872	0.2243921732
873	0.2237522901
874	0.2235164546
875	0.2232529705
876	0.22305293
877	0.2227842134
878	0.2224604504
879	0.222205562
880	0.2218753265
881	0.221603637
882	0.2214032293
883	0.2210842522
884	0.2209018672
885	0.2206356243
886	0.2204817652
887	0.2201690753
888	0.2199992172
889	0.2197793924
890	0.2193226888
891	0.2192066625
892	0.2187464705
893	0.2186448539
894	0.2182980866
895	0.2181621264
896	0.2178409688
897	0.217621862
898	0.2174696949
899	0.2171766638
900	0.2169879651
901	0.2166078878
902	0.2163789677
903	0.2162356832
904	0.215720712
905	0.2155070752
906	0.2152722789
907	0.2151216938
908	0.2148599951
909	0.2145194141
910	0.2141235171
911	0.2139503742
912	0.2137180234
913	0.2134120045
914	0.2129915197
915	0.2127903358
916	0.2126009003
917	0.2124466796
918	0.2121082021
919	0.2118632855
920	0.2114441195
921	0.2112053759
922	0.2111478748
923	0.2108783137
924	0.2107242859
925	0.2105015866
926	0.2102979496
927	0.2101122914
928	0.2099788043
929	0.2095492299
930	0.2093249619
931	0.209212067
932	0.2090042383
933	0.2087301211
934	0.2084254493
935	0.2082417474
936	0.2081561092
937	0.207976794
938	0.2077486954
939	0.2076152531
940	0.2074615523
941	0.2070632923
942	0.2069386852
943	0.2066118693
944	0.2064305601
945	0.2061233048
946	0.2058721917
947	0.2057429669
948	0.205544047
949	0.2051097773
950	0.2048186323
951	0.2045071537
952	0.2042119824
953	0.2040881064
954	0.2036677531
955	0.2033970126
956	0.203165336
957	0.2029162645
958	0.2028205352
959	0.2025395929
960	0.202126806
961	0.2019924436
962	0.2018823205
963	0.2015349537
964	0.2013850975
965	0.2009917809
966	0.2008457275
967	0.2005187199
968	0.2002824542
969	0.1998902128
970	0.1995040565
971	0.199225414
972	0.1990329459
973	0.1988316337
974	0.198448777
975	0.1981236155
976	0.1980280695
977	0.1979172637
978	0.1976819826
979	0.1972260184
980	0.1970574163
981	0.1968017401
982	0.1965359313
983	0.1964211459
984	0.1963197079
985	0.1962045371
986	0.1960710412
987	0.1958707774
988	0.1955656054
989	0.1952639594
990	0.1948552193
991	0.1945571867
992	0.1944258308
993	0.1941582918
994	0.1939086346
995	0.1936544899
996	0.1935106656
997	0.1933723208
998	0.1932283311
999	0.1930548677
